institute,date,party,votes
allensbach,2010-07-20,Sonstige,0.055
allensbach,2010-07-20,Linke.PDS,NA
allensbach,2010-07-20,LINKE,0.095
allensbach,2010-07-20,PIRATEN,NA
allensbach,2010-07-20,AfD,NA
allensbach,2010-06-23,CDU/CSU,0.32
allensbach,2010-06-23,SPD,0.29
allensbach,2010-06-23,GRÜNE,0.155
allensbach,2010-06-23,FDP,0.07
allensbach,2010-06-23,PDS,NA
allensbach,2010-06-23,REP,NA
allensbach,2010-06-23,Sonstige,0.055
allensbach,2010-06-23,Linke.PDS,NA
allensbach,2010-06-23,LINKE,0.11
allensbach,2010-06-23,PIRATEN,NA
allensbach,2010-06-23,AfD,NA
allensbach,2010-05-26,CDU/CSU,0.32
allensbach,2010-05-26,SPD,0.285
allensbach,2010-05-26,GRÜNE,0.145
allensbach,2010-05-26,FDP,0.085
allensbach,2010-05-26,PDS,NA
allensbach,2010-05-26,REP,NA
allensbach,2010-05-26,Sonstige,0.065
allensbach,2010-05-26,Linke.PDS,NA
allensbach,2010-05-26,LINKE,0.1
allensbach,2010-05-26,PIRATEN,NA
allensbach,2010-05-26,AfD,NA
allensbach,2010-04-28,CDU/CSU,0.35
allensbach,2010-04-28,SPD,0.275
allensbach,2010-04-28,GRÜNE,0.135
allensbach,2010-04-28,FDP,0.09
allensbach,2010-04-28,PDS,NA
allensbach,2010-04-28,REP,NA
allensbach,2010-04-28,Sonstige,0.055
allensbach,2010-04-28,Linke.PDS,NA
allensbach,2010-04-28,LINKE,0.095
allensbach,2010-04-28,PIRATEN,NA
allensbach,2010-04-28,AfD,NA
allensbach,2010-03-24,CDU/CSU,0.36
allensbach,2010-03-24,SPD,0.255
allensbach,2010-03-24,GRÜNE,0.13
allensbach,2010-03-24,FDP,0.09
allensbach,2010-03-24,PDS,NA
allensbach,2010-03-24,REP,NA
allensbach,2010-03-24,Sonstige,0.055
allensbach,2010-03-24,Linke.PDS,NA
allensbach,2010-03-24,LINKE,0.11
allensbach,2010-03-24,PIRATEN,NA
allensbach,2010-03-24,AfD,NA
allensbach,2010-02-23,CDU/CSU,0.37
allensbach,2010-02-23,SPD,0.235
allensbach,2010-02-23,GRÜNE,0.135
allensbach,2010-02-23,FDP,0.105
allensbach,2010-02-23,PDS,NA
allensbach,2010-02-23,REP,NA
allensbach,2010-02-23,Sonstige,0.05
allensbach,2010-02-23,Linke.PDS,NA
allensbach,2010-02-23,LINKE,0.105
allensbach,2010-02-23,PIRATEN,NA
allensbach,2010-02-23,AfD,NA
allensbach,2010-01-27,CDU/CSU,0.345
allensbach,2010-01-27,SPD,0.25
allensbach,2010-01-27,GRÜNE,0.115
allensbach,2010-01-27,FDP,0.13
allensbach,2010-01-27,PDS,NA
allensbach,2010-01-27,REP,NA
allensbach,2010-01-27,Sonstige,0.05
allensbach,2010-01-27,Linke.PDS,NA
allensbach,2010-01-27,LINKE,0.11
allensbach,2010-01-27,PIRATEN,NA
allensbach,2010-01-27,AfD,NA
allensbach,2009-12-16,CDU/CSU,0.345
allensbach,2009-12-16,SPD,0.24
allensbach,2009-12-16,GRÜNE,0.11
allensbach,2009-12-16,FDP,0.135
allensbach,2009-12-16,PDS,NA
allensbach,2009-12-16,REP,NA
allensbach,2009-12-16,Sonstige,0.05
allensbach,2009-12-16,Linke.PDS,NA
allensbach,2009-12-16,LINKE,0.12
allensbach,2009-12-16,PIRATEN,NA
allensbach,2009-12-16,AfD,NA
allensbach,2009-11-25,CDU/CSU,0.355
allensbach,2009-11-25,SPD,0.23
allensbach,2009-11-25,GRÜNE,0.11
allensbach,2009-11-25,FDP,0.14
allensbach,2009-11-25,PDS,NA
allensbach,2009-11-25,REP,NA
allensbach,2009-11-25,Sonstige,0.05
allensbach,2009-11-25,Linke.PDS,NA
allensbach,2009-11-25,LINKE,0.115
allensbach,2009-11-25,PIRATEN,NA
allensbach,2009-11-25,AfD,NA
allensbach,2009-10-28,CDU/CSU,0.35
allensbach,2009-10-28,SPD,0.23
allensbach,2009-10-28,GRÜNE,0.105
allensbach,2009-10-28,FDP,0.14
allensbach,2009-10-28,PDS,NA
allensbach,2009-10-28,REP,NA
allensbach,2009-10-28,Sonstige,0.055
allensbach,2009-10-28,Linke.PDS,NA
allensbach,2009-10-28,LINKE,0.12
allensbach,2009-10-28,PIRATEN,NA
allensbach,2009-10-28,AfD,NA
allensbach,2009-09-27,CDU/CSU,0.338
allensbach,2009-09-27,SPD,0.23
allensbach,2009-09-27,GRÜNE,0.107
allensbach,2009-09-27,FDP,0.146
allensbach,2009-09-27,PDS,NA
allensbach,2009-09-27,REP,NA
allensbach,2009-09-27,Sonstige,0.04
allensbach,2009-09-27,Linke.PDS,NA
allensbach,2009-09-27,LINKE,0.119
allensbach,2009-09-27,PIRATEN,0.02
allensbach,2009-09-27,AfD,NA
allensbach,2017-09-24,CDU/CSU,0.329
allensbach,2017-09-24,SPD,0.205
allensbach,2017-09-24,GRÜNE,0.089
allensbach,2017-09-24,FDP,0.107
allensbach,2017-09-24,PDS,NA
allensbach,2017-09-24,REP,NA
allensbach,2017-09-24,Sonstige,0.05
allensbach,2017-09-24,Linke.PDS,NA
allensbach,2017-09-24,LINKE,0.092
allensbach,2017-09-24,PIRATEN,NA
allensbach,2017-09-24,AfD,0.126
allensbach,2017-09-22,CDU/CSU,0.36
allensbach,2017-09-22,SPD,0.22
allensbach,2017-09-22,GRÜNE,0.08
allensbach,2017-09-22,FDP,0.105
allensbach,2017-09-22,PDS,NA
allensbach,2017-09-22,REP,NA
allensbach,2017-09-22,Sonstige,0.04
allensbach,2017-09-22,Linke.PDS,NA
allensbach,2017-09-22,LINKE,0.095
allensbach,2017-09-22,PIRATEN,NA
allensbach,2017-09-22,AfD,0.1
allensbach,2017-09-19,CDU/CSU,0.365
allensbach,2017-09-19,SPD,0.22
allensbach,2017-09-19,GRÜNE,0.08
allensbach,2017-09-19,FDP,0.11
allensbach,2017-09-19,PDS,NA
allensbach,2017-09-19,REP,NA
allensbach,2017-09-19,Sonstige,0.035
allensbach,2017-09-19,Linke.PDS,NA
allensbach,2017-09-19,LINKE,0.09
allensbach,2017-09-19,PIRATEN,NA
allensbach,2017-09-19,AfD,0.1
allensbach,2017-09-06,CDU/CSU,0.385
allensbach,2017-09-06,SPD,0.24
allensbach,2017-09-06,GRÜNE,0.075
allensbach,2017-09-06,FDP,0.1
allensbach,2017-09-06,PDS,NA
allensbach,2017-09-06,REP,NA
allensbach,2017-09-06,Sonstige,0.04
allensbach,2017-09-06,Linke.PDS,NA
allensbach,2017-09-06,LINKE,0.08
allensbach,2017-09-06,PIRATEN,NA
allensbach,2017-09-06,AfD,0.08
allensbach,2017-08-22,CDU/CSU,0.395
allensbach,2017-08-22,SPD,0.24
allensbach,2017-08-22,GRÜNE,0.075
allensbach,2017-08-22,FDP,0.1
allensbach,2017-08-22,PDS,NA
allensbach,2017-08-22,REP,NA
allensbach,2017-08-22,Sonstige,0.04
allensbach,2017-08-22,Linke.PDS,NA
allensbach,2017-08-22,LINKE,0.08
allensbach,2017-08-22,PIRATEN,NA
allensbach,2017-08-22,AfD,0.07
allensbach,2017-07-18,CDU/CSU,0.395
allensbach,2017-07-18,SPD,0.25
allensbach,2017-07-18,GRÜNE,0.07
allensbach,2017-07-18,FDP,0.09
allensbach,2017-07-18,PDS,NA
allensbach,2017-07-18,REP,NA
allensbach,2017-07-18,Sonstige,0.035
allensbach,2017-07-18,Linke.PDS,NA
allensbach,2017-07-18,LINKE,0.09
allensbach,2017-07-18,PIRATEN,NA
allensbach,2017-07-18,AfD,0.07
allensbach,2017-06-20,CDU/CSU,0.4
allensbach,2017-06-20,SPD,0.24
allensbach,2017-06-20,GRÜNE,0.07
allensbach,2017-06-20,FDP,0.105
allensbach,2017-06-20,PDS,NA
allensbach,2017-06-20,REP,NA
allensbach,2017-06-20,Sonstige,0.035
allensbach,2017-06-20,Linke.PDS,NA
allensbach,2017-06-20,LINKE,0.085
allensbach,2017-06-20,PIRATEN,NA
allensbach,2017-06-20,AfD,0.065
allensbach,2017-05-26,CDU/CSU,0.37
allensbach,2017-05-26,SPD,0.26
allensbach,2017-05-26,GRÜNE,0.08
allensbach,2017-05-26,FDP,0.09
allensbach,2017-05-26,PDS,NA
allensbach,2017-05-26,REP,NA
allensbach,2017-05-26,Sonstige,0.04
allensbach,2017-05-26,Linke.PDS,NA
allensbach,2017-05-26,LINKE,0.08
allensbach,2017-05-26,PIRATEN,NA
allensbach,2017-05-26,AfD,0.08
allensbach,2017-04-25,CDU/CSU,0.36
allensbach,2017-04-25,SPD,0.31
allensbach,2017-04-25,GRÜNE,0.07
allensbach,2017-04-25,FDP,0.06
allensbach,2017-04-25,PDS,NA
allensbach,2017-04-25,REP,NA
allensbach,2017-04-25,Sonstige,0.04
allensbach,2017-04-25,Linke.PDS,NA
allensbach,2017-04-25,LINKE,0.09
allensbach,2017-04-25,PIRATEN,NA
allensbach,2017-04-25,AfD,0.07
allensbach,2017-03-28,CDU/CSU,0.34
allensbach,2017-03-28,SPD,0.33
allensbach,2017-03-28,GRÜNE,0.075
allensbach,2017-03-28,FDP,0.065
allensbach,2017-03-28,PDS,NA
allensbach,2017-03-28,REP,NA
allensbach,2017-03-28,Sonstige,0.04
allensbach,2017-03-28,Linke.PDS,NA
allensbach,2017-03-28,LINKE,0.08
allensbach,2017-03-28,PIRATEN,NA
allensbach,2017-03-28,AfD,0.07
allensbach,2017-02-22,CDU/CSU,0.33
allensbach,2017-02-22,SPD,0.305
allensbach,2017-02-22,GRÜNE,0.08
allensbach,2017-02-22,FDP,0.07
allensbach,2017-02-22,PDS,NA
allensbach,2017-02-22,REP,NA
allensbach,2017-02-22,Sonstige,0.05
allensbach,2017-02-22,Linke.PDS,NA
allensbach,2017-02-22,LINKE,0.08
allensbach,2017-02-22,PIRATEN,NA
allensbach,2017-02-22,AfD,0.085
allensbach,2017-01-26,CDU/CSU,0.36
allensbach,2017-01-26,SPD,0.23
allensbach,2017-01-26,GRÜNE,0.09
allensbach,2017-01-26,FDP,0.07
allensbach,2017-01-26,PDS,NA
allensbach,2017-01-26,REP,NA
allensbach,2017-01-26,Sonstige,0.04
allensbach,2017-01-26,Linke.PDS,NA
allensbach,2017-01-26,LINKE,0.095
allensbach,2017-01-26,PIRATEN,NA
allensbach,2017-01-26,AfD,0.115
allensbach,2016-12-22,CDU/CSU,0.355
allensbach,2016-12-22,SPD,0.22
allensbach,2016-12-22,GRÜNE,0.1
allensbach,2016-12-22,FDP,0.075
allensbach,2016-12-22,PDS,NA
allensbach,2016-12-22,REP,NA
allensbach,2016-12-22,Sonstige,0.05
allensbach,2016-12-22,Linke.PDS,NA
allensbach,2016-12-22,LINKE,0.095
allensbach,2016-12-22,PIRATEN,NA
allensbach,2016-12-22,AfD,0.105
allensbach,2016-11-16,CDU/CSU,0.34
allensbach,2016-11-16,SPD,0.23
allensbach,2016-11-16,GRÜNE,0.11
allensbach,2016-11-16,FDP,0.075
allensbach,2016-11-16,PDS,NA
allensbach,2016-11-16,REP,NA
allensbach,2016-11-16,Sonstige,0.05
allensbach,2016-11-16,Linke.PDS,NA
allensbach,2016-11-16,LINKE,0.09
allensbach,2016-11-16,PIRATEN,NA
allensbach,2016-11-16,AfD,0.105
allensbach,2016-10-20,CDU/CSU,0.33
allensbach,2016-10-20,SPD,0.22
allensbach,2016-10-20,GRÜNE,0.12
allensbach,2016-10-20,FDP,0.075
allensbach,2016-10-20,PDS,NA
allensbach,2016-10-20,REP,NA
allensbach,2016-10-20,Sonstige,0.04
allensbach,2016-10-20,Linke.PDS,NA
allensbach,2016-10-20,LINKE,0.09
allensbach,2016-10-20,PIRATEN,NA
allensbach,2016-10-20,AfD,0.125
allensbach,2016-09-22,CDU/CSU,0.335
allensbach,2016-09-22,SPD,0.24
allensbach,2016-09-22,GRÜNE,0.11
allensbach,2016-09-22,FDP,0.07
allensbach,2016-09-22,PDS,NA
allensbach,2016-09-22,REP,NA
allensbach,2016-09-22,Sonstige,0.05
allensbach,2016-09-22,Linke.PDS,NA
allensbach,2016-09-22,LINKE,0.07
allensbach,2016-09-22,PIRATEN,NA
allensbach,2016-09-22,AfD,0.125
allensbach,2016-08-24,CDU/CSU,0.345
allensbach,2016-08-24,SPD,0.23
allensbach,2016-08-24,GRÜNE,0.115
allensbach,2016-08-24,FDP,0.075
allensbach,2016-08-24,PDS,NA
allensbach,2016-08-24,REP,NA
allensbach,2016-08-24,Sonstige,0.045
allensbach,2016-08-24,Linke.PDS,NA
allensbach,2016-08-24,LINKE,0.09
allensbach,2016-08-24,PIRATEN,NA
allensbach,2016-08-24,AfD,0.1
allensbach,2016-07-21,CDU/CSU,0.355
allensbach,2016-07-21,SPD,0.225
allensbach,2016-07-21,GRÜNE,0.12
allensbach,2016-07-21,FDP,0.07
allensbach,2016-07-21,PDS,NA
allensbach,2016-07-21,REP,NA
allensbach,2016-07-21,Sonstige,0.04
allensbach,2016-07-21,Linke.PDS,NA
allensbach,2016-07-21,LINKE,0.095
allensbach,2016-07-21,PIRATEN,NA
allensbach,2016-07-21,AfD,0.095
allensbach,2016-06-15,CDU/CSU,0.335
allensbach,2016-06-15,SPD,0.21
allensbach,2016-06-15,GRÜNE,0.12
allensbach,2016-06-15,FDP,0.08
allensbach,2016-06-15,PDS,NA
allensbach,2016-06-15,REP,NA
allensbach,2016-06-15,Sonstige,0.05
allensbach,2016-06-15,Linke.PDS,NA
allensbach,2016-06-15,LINKE,0.09
allensbach,2016-06-15,PIRATEN,NA
allensbach,2016-06-15,AfD,0.115
allensbach,2016-05-17,CDU/CSU,0.335
allensbach,2016-05-17,SPD,0.21
allensbach,2016-05-17,GRÜNE,0.115
allensbach,2016-05-17,FDP,0.08
allensbach,2016-05-17,PDS,NA
allensbach,2016-05-17,REP,NA
allensbach,2016-05-17,Sonstige,0.045
allensbach,2016-05-17,Linke.PDS,NA
allensbach,2016-05-17,LINKE,0.09
allensbach,2016-05-17,PIRATEN,NA
allensbach,2016-05-17,AfD,0.125
allensbach,2016-04-20,CDU/CSU,0.335
allensbach,2016-04-20,SPD,0.23
allensbach,2016-04-20,GRÜNE,0.11
allensbach,2016-04-20,FDP,0.08
allensbach,2016-04-20,PDS,NA
allensbach,2016-04-20,REP,NA
allensbach,2016-04-20,Sonstige,0.05
allensbach,2016-04-20,Linke.PDS,NA
allensbach,2016-04-20,LINKE,0.09
allensbach,2016-04-20,PIRATEN,NA
allensbach,2016-04-20,AfD,0.105
allensbach,2016-03-18,CDU/CSU,0.35
allensbach,2016-03-18,SPD,0.245
allensbach,2016-03-18,GRÜNE,0.1
allensbach,2016-03-18,FDP,0.07
allensbach,2016-03-18,PDS,NA
allensbach,2016-03-18,REP,NA
allensbach,2016-03-18,Sonstige,0.04
allensbach,2016-03-18,Linke.PDS,NA
allensbach,2016-03-18,LINKE,0.09
allensbach,2016-03-18,PIRATEN,NA
allensbach,2016-03-18,AfD,0.105
allensbach,2016-02-17,CDU/CSU,0.335
allensbach,2016-02-17,SPD,0.24
allensbach,2016-02-17,GRÜNE,0.1
allensbach,2016-02-17,FDP,0.07
allensbach,2016-02-17,PDS,NA
allensbach,2016-02-17,REP,NA
allensbach,2016-02-17,Sonstige,0.05
allensbach,2016-02-17,Linke.PDS,NA
allensbach,2016-02-17,LINKE,0.1
allensbach,2016-02-17,PIRATEN,NA
allensbach,2016-02-17,AfD,0.105
allensbach,2016-01-26,CDU/CSU,0.35
allensbach,2016-01-26,SPD,0.25
allensbach,2016-01-26,GRÜNE,0.09
allensbach,2016-01-26,FDP,0.065
allensbach,2016-01-26,PDS,NA
allensbach,2016-01-26,REP,NA
allensbach,2016-01-26,Sonstige,0.05
allensbach,2016-01-26,Linke.PDS,NA
allensbach,2016-01-26,LINKE,0.095
allensbach,2016-01-26,PIRATEN,NA
allensbach,2016-01-26,AfD,0.1
allensbach,2015-12-16,CDU/CSU,0.38
allensbach,2015-12-16,SPD,0.26
allensbach,2015-12-16,GRÜNE,0.095
allensbach,2015-12-16,FDP,0.05
allensbach,2015-12-16,PDS,NA
allensbach,2015-12-16,REP,NA
allensbach,2015-12-16,Sonstige,0.05
allensbach,2015-12-16,Linke.PDS,NA
allensbach,2015-12-16,LINKE,0.085
allensbach,2015-12-16,PIRATEN,NA
allensbach,2015-12-16,AfD,0.08
allensbach,2015-11-19,CDU/CSU,0.375
allensbach,2015-11-19,SPD,0.26
allensbach,2015-11-19,GRÜNE,0.095
allensbach,2015-11-19,FDP,0.055
allensbach,2015-11-19,PDS,NA
allensbach,2015-11-19,REP,NA
allensbach,2015-11-19,Sonstige,0.05
allensbach,2015-11-19,Linke.PDS,NA
allensbach,2015-11-19,LINKE,0.095
allensbach,2015-11-19,PIRATEN,NA
allensbach,2015-11-19,AfD,0.07
allensbach,2015-10-20,CDU/CSU,0.38
allensbach,2015-10-20,SPD,0.26
allensbach,2015-10-20,GRÜNE,0.095
allensbach,2015-10-20,FDP,0.055
allensbach,2015-10-20,PDS,NA
allensbach,2015-10-20,REP,NA
allensbach,2015-10-20,Sonstige,0.05
allensbach,2015-10-20,Linke.PDS,NA
allensbach,2015-10-20,LINKE,0.09
allensbach,2015-10-20,PIRATEN,NA
allensbach,2015-10-20,AfD,0.07
allensbach,2015-09-16,CDU/CSU,0.42
allensbach,2015-09-16,SPD,0.255
allensbach,2015-09-16,GRÜNE,0.095
allensbach,2015-09-16,FDP,0.06
allensbach,2015-09-16,PDS,NA
allensbach,2015-09-16,REP,NA
allensbach,2015-09-16,Sonstige,0.05
allensbach,2015-09-16,Linke.PDS,NA
allensbach,2015-09-16,LINKE,0.085
allensbach,2015-09-16,PIRATEN,NA
allensbach,2015-09-16,AfD,0.035
allensbach,2015-08-19,CDU/CSU,0.415
allensbach,2015-08-19,SPD,0.26
allensbach,2015-08-19,GRÜNE,0.095
allensbach,2015-08-19,FDP,0.055
allensbach,2015-08-19,PDS,NA
allensbach,2015-08-19,REP,NA
allensbach,2015-08-19,Sonstige,0.05
allensbach,2015-08-19,Linke.PDS,NA
allensbach,2015-08-19,LINKE,0.09
allensbach,2015-08-19,PIRATEN,NA
allensbach,2015-08-19,AfD,0.035
allensbach,2015-07-16,CDU/CSU,0.405
allensbach,2015-07-16,SPD,0.255
allensbach,2015-07-16,GRÜNE,0.1
allensbach,2015-07-16,FDP,0.055
allensbach,2015-07-16,PDS,NA
allensbach,2015-07-16,REP,NA
allensbach,2015-07-16,Sonstige,0.05
allensbach,2015-07-16,Linke.PDS,NA
allensbach,2015-07-16,LINKE,0.095
allensbach,2015-07-16,PIRATEN,NA
allensbach,2015-07-16,AfD,0.04
allensbach,2015-06-18,CDU/CSU,0.415
allensbach,2015-06-18,SPD,0.26
allensbach,2015-06-18,GRÜNE,0.1
allensbach,2015-06-18,FDP,0.05
allensbach,2015-06-18,PDS,NA
allensbach,2015-06-18,REP,NA
allensbach,2015-06-18,Sonstige,0.05
allensbach,2015-06-18,Linke.PDS,NA
allensbach,2015-06-18,LINKE,0.085
allensbach,2015-06-18,PIRATEN,NA
allensbach,2015-06-18,AfD,0.04
allensbach,2015-05-21,CDU/CSU,0.415
allensbach,2015-05-21,SPD,0.255
allensbach,2015-05-21,GRÜNE,0.095
allensbach,2015-05-21,FDP,0.05
allensbach,2015-05-21,PDS,NA
allensbach,2015-05-21,REP,NA
allensbach,2015-05-21,Sonstige,0.045
allensbach,2015-05-21,Linke.PDS,NA
allensbach,2015-05-21,LINKE,0.09
allensbach,2015-05-21,PIRATEN,NA
allensbach,2015-05-21,AfD,0.05
allensbach,2015-04-16,CDU/CSU,0.405
allensbach,2015-04-16,SPD,0.265
allensbach,2015-04-16,GRÜNE,0.095
allensbach,2015-04-16,FDP,0.05
allensbach,2015-04-16,PDS,NA
allensbach,2015-04-16,REP,NA
allensbach,2015-04-16,Sonstige,0.04
allensbach,2015-04-16,Linke.PDS,NA
allensbach,2015-04-16,LINKE,0.085
allensbach,2015-04-16,PIRATEN,NA
allensbach,2015-04-16,AfD,0.06
allensbach,2015-03-19,CDU/CSU,0.415
allensbach,2015-03-19,SPD,0.26
allensbach,2015-03-19,GRÜNE,0.095
allensbach,2015-03-19,FDP,0.05
allensbach,2015-03-19,PDS,NA
allensbach,2015-03-19,REP,NA
allensbach,2015-03-19,Sonstige,0.04
allensbach,2015-03-19,Linke.PDS,NA
allensbach,2015-03-19,LINKE,0.08
allensbach,2015-03-19,PIRATEN,NA
allensbach,2015-03-19,AfD,0.06
allensbach,2015-02-19,CDU/CSU,0.41
allensbach,2015-02-19,SPD,0.255
allensbach,2015-02-19,GRÜNE,0.095
allensbach,2015-02-19,FDP,0.05
allensbach,2015-02-19,PDS,NA
allensbach,2015-02-19,REP,NA
allensbach,2015-02-19,Sonstige,0.04
allensbach,2015-02-19,Linke.PDS,NA
allensbach,2015-02-19,LINKE,0.09
allensbach,2015-02-19,PIRATEN,NA
allensbach,2015-02-19,AfD,0.06
allensbach,2015-01-28,CDU/CSU,0.415
allensbach,2015-01-28,SPD,0.25
allensbach,2015-01-28,GRÜNE,0.105
allensbach,2015-01-28,FDP,0.04
allensbach,2015-01-28,PDS,NA
allensbach,2015-01-28,REP,NA
allensbach,2015-01-28,Sonstige,0.045
allensbach,2015-01-28,Linke.PDS,NA
allensbach,2015-01-28,LINKE,0.085
allensbach,2015-01-28,PIRATEN,NA
allensbach,2015-01-28,AfD,0.06
allensbach,2014-12-17,CDU/CSU,0.405
allensbach,2014-12-17,SPD,0.26
allensbach,2014-12-17,GRÜNE,0.095
allensbach,2014-12-17,FDP,0.035
allensbach,2014-12-17,PDS,NA
allensbach,2014-12-17,REP,NA
allensbach,2014-12-17,Sonstige,0.05
allensbach,2014-12-17,Linke.PDS,NA
allensbach,2014-12-17,LINKE,0.085
allensbach,2014-12-17,PIRATEN,NA
allensbach,2014-12-17,AfD,0.07
allensbach,2014-11-19,CDU/CSU,0.405
allensbach,2014-11-19,SPD,0.27
allensbach,2014-11-19,GRÜNE,0.095
allensbach,2014-11-19,FDP,0.035
allensbach,2014-11-19,PDS,NA
allensbach,2014-11-19,REP,NA
allensbach,2014-11-19,Sonstige,0.05
allensbach,2014-11-19,Linke.PDS,NA
allensbach,2014-11-19,LINKE,0.08
allensbach,2014-11-19,PIRATEN,NA
allensbach,2014-11-19,AfD,0.065
allensbach,2014-10-21,CDU/CSU,0.395
allensbach,2014-10-21,SPD,0.26
allensbach,2014-10-21,GRÜNE,0.105
allensbach,2014-10-21,FDP,0.03
allensbach,2014-10-21,PDS,NA
allensbach,2014-10-21,REP,NA
allensbach,2014-10-21,Sonstige,0.05
allensbach,2014-10-21,Linke.PDS,NA
allensbach,2014-10-21,LINKE,0.085
allensbach,2014-10-21,PIRATEN,NA
allensbach,2014-10-21,AfD,0.075
allensbach,2014-09-17,CDU/CSU,0.41
allensbach,2014-09-17,SPD,0.255
allensbach,2014-09-17,GRÜNE,0.1
allensbach,2014-09-17,FDP,0.04
allensbach,2014-09-17,PDS,NA
allensbach,2014-09-17,REP,NA
allensbach,2014-09-17,Sonstige,0.045
allensbach,2014-09-17,Linke.PDS,NA
allensbach,2014-09-17,LINKE,0.085
allensbach,2014-09-17,PIRATEN,NA
allensbach,2014-09-17,AfD,0.065
allensbach,2014-08-20,CDU/CSU,0.41
allensbach,2014-08-20,SPD,0.265
allensbach,2014-08-20,GRÜNE,0.1
allensbach,2014-08-20,FDP,0.03
allensbach,2014-08-20,PDS,NA
allensbach,2014-08-20,REP,NA
allensbach,2014-08-20,Sonstige,0.05
allensbach,2014-08-20,Linke.PDS,NA
allensbach,2014-08-20,LINKE,0.08
allensbach,2014-08-20,PIRATEN,NA
allensbach,2014-08-20,AfD,0.065
allensbach,2014-07-16,CDU/CSU,0.405
allensbach,2014-07-16,SPD,0.25
allensbach,2014-07-16,GRÜNE,0.11
allensbach,2014-07-16,FDP,0.035
allensbach,2014-07-16,PDS,NA
allensbach,2014-07-16,REP,NA
allensbach,2014-07-16,Sonstige,0.055
allensbach,2014-07-16,Linke.PDS,NA
allensbach,2014-07-16,LINKE,0.085
allensbach,2014-07-16,PIRATEN,NA
allensbach,2014-07-16,AfD,0.06
allensbach,2014-06-20,CDU/CSU,0.4
allensbach,2014-06-20,SPD,0.26
allensbach,2014-06-20,GRÜNE,0.1
allensbach,2014-06-20,FDP,0.04
allensbach,2014-06-20,PDS,NA
allensbach,2014-06-20,REP,NA
allensbach,2014-06-20,Sonstige,0.06
allensbach,2014-06-20,Linke.PDS,NA
allensbach,2014-06-20,LINKE,0.08
allensbach,2014-06-20,PIRATEN,NA
allensbach,2014-06-20,AfD,0.06
allensbach,2014-05-14,CDU/CSU,0.395
allensbach,2014-05-14,SPD,0.26
allensbach,2014-05-14,GRÜNE,0.105
allensbach,2014-05-14,FDP,0.05
allensbach,2014-05-14,PDS,NA
allensbach,2014-05-14,REP,NA
allensbach,2014-05-14,Sonstige,0.055
allensbach,2014-05-14,Linke.PDS,NA
allensbach,2014-05-14,LINKE,0.08
allensbach,2014-05-14,PIRATEN,NA
allensbach,2014-05-14,AfD,0.055
allensbach,2014-04-16,CDU/CSU,0.4
allensbach,2014-04-16,SPD,0.265
allensbach,2014-04-16,GRÜNE,0.11
allensbach,2014-04-16,FDP,0.045
allensbach,2014-04-16,PDS,NA
allensbach,2014-04-16,REP,NA
allensbach,2014-04-16,Sonstige,0.05
allensbach,2014-04-16,Linke.PDS,NA
allensbach,2014-04-16,LINKE,0.08
allensbach,2014-04-16,PIRATEN,NA
allensbach,2014-04-16,AfD,0.05
allensbach,2014-03-19,CDU/CSU,0.405
allensbach,2014-03-19,SPD,0.25
allensbach,2014-03-19,GRÜNE,0.1
allensbach,2014-03-19,FDP,0.05
allensbach,2014-03-19,PDS,NA
allensbach,2014-03-19,REP,NA
allensbach,2014-03-19,Sonstige,0.055
allensbach,2014-03-19,Linke.PDS,NA
allensbach,2014-03-19,LINKE,0.09
allensbach,2014-03-19,PIRATEN,NA
allensbach,2014-03-19,AfD,0.05
allensbach,2014-02-20,CDU/CSU,0.4
allensbach,2014-02-20,SPD,0.265
allensbach,2014-02-20,GRÜNE,0.105
allensbach,2014-02-20,FDP,0.04
allensbach,2014-02-20,PDS,NA
allensbach,2014-02-20,REP,NA
allensbach,2014-02-20,Sonstige,0.05
allensbach,2014-02-20,Linke.PDS,NA
allensbach,2014-02-20,LINKE,0.09
allensbach,2014-02-20,PIRATEN,NA
allensbach,2014-02-20,AfD,0.05
allensbach,2014-01-29,CDU/CSU,0.4
allensbach,2014-01-29,SPD,0.26
allensbach,2014-01-29,GRÜNE,0.1
allensbach,2014-01-29,FDP,0.05
allensbach,2014-01-29,PDS,NA
allensbach,2014-01-29,REP,NA
allensbach,2014-01-29,Sonstige,0.055
allensbach,2014-01-29,Linke.PDS,NA
allensbach,2014-01-29,LINKE,0.085
allensbach,2014-01-29,PIRATEN,NA
allensbach,2014-01-29,AfD,0.05
allensbach,2013-12-19,CDU/CSU,0.415
allensbach,2013-12-19,SPD,0.255
allensbach,2013-12-19,GRÜNE,0.105
allensbach,2013-12-19,FDP,0.04
allensbach,2013-12-19,PDS,NA
allensbach,2013-12-19,REP,NA
allensbach,2013-12-19,Sonstige,0.05
allensbach,2013-12-19,Linke.PDS,NA
allensbach,2013-12-19,LINKE,0.09
allensbach,2013-12-19,PIRATEN,NA
allensbach,2013-12-19,AfD,0.045
allensbach,2013-11-27,CDU/CSU,0.4
allensbach,2013-11-27,SPD,0.265
allensbach,2013-11-27,GRÜNE,0.1
allensbach,2013-11-27,FDP,0.04
allensbach,2013-11-27,PDS,NA
allensbach,2013-11-27,REP,NA
allensbach,2013-11-27,Sonstige,0.05
allensbach,2013-11-27,Linke.PDS,NA
allensbach,2013-11-27,LINKE,0.095
